user_id,Something's Gotta Give,Kill Bill: Vol. 2,American Beauty,The Wedding Planner,Man on Fire,S.W.A.T.,Pirates of the Caribbean: The Curse of the Black Pearl,50 First Dates,What Women Want,The Bourne Supremacy,Lord of the Rings: The Fellowship of the Ring,Braveheart,The Silence of the Lambs,Ghost,Napoleon Dynamite,Sideways,Men in Black II,The Last Samurai,Bruce Almighty,Shrek 2,Finding Nemo (Widescreen),Patch Adams,The Sixth Sense,The Italian Job,Rain Man,Erin Brockovich,Gone in 60 Seconds,Miss Congeniality,Dodgeball: A True Underdog Story,I; Robot,Memento,Fight Club,The Bourne Identity,Collateral,My Big Fat Greek Wedding,Pretty Woman,Sister Act,Entrapment,The Fast and the Furious,Ferris Bueller's Day Off,Armageddon,Men of Honor,Dirty Dancing,Top Gun,Minority Report,Catch Me If You Can,The Royal Tenenbaums,Good Will Hunting,Pearl Harbor,Mr. Deeds,Raiders of the Lost Ark,The School of Rock,The Incredibles,Pulp Fiction,Monsters; Inc.,Maid in Manhattan,Forrest Gump,American Pie,Lord of the Rings: The Two Towers,Swordfish,Spider-Man 2,Big Fish,Lost in Translation,The Rock,Twister,Mystic River,John Q,Double Jeopardy,Men in Black,Two Weeks Notice,Troy,The General's Daughter,Air Force One,Gladiator,Enemy of the State,Lord of the Rings: The Return of the King,The Patriot,Lethal Weapon 4,Spider-Man,Kill Bill: Vol. 1,How to Lose a Guy in 10 Days,The Shawshank Redemption: Special Edition,Shrek (Full-screen),The Matrix,Tomb Raider,Ocean's Eleven,Independence Day,The Day After Tomorrow,Sweet Home Alabama,Con Air,The Green Mile,The Fugitive,A Few Good Men,Titanic,Anger Management,Indiana Jones and the Last Crusade,Meet the Parents,Saving Private Ryan,National Treasure,The Terminal
345035,4.0,0.0,5.0,3.0,0.0,0.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,0.0,5.0,3.0,5.0,5.0,2.0,2.0,3.0,3.0,5.0,5.0,4.0,0.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,4.0,4.0,4.0,4.0,5.0,5.0,0.0,3.0,4.0,3.0,5.0,5.0,4.0,2.0,4.0,3.0,5.0,0.0,4.0,5.0,5.0,3.0,2.0,5.0,0.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,0.0,4.0,4.0,2.0,3.0,0.0,3.0,5.0,4.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0
345588,3.0,0.0,3.0,5.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0,4.0,5.0,0.0,5.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,0.0,5.0,4.0,0.0,5.0,5.0,2.0,0.0,3.0,5.0,4.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,0.0,5.0,4.0,4.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,5.0,0.0,5.0,5.0,0.0,0.0,4.0,1.0,4.0,0.0,4.0,0.0,4.0,5.0,4.0,5.0,5.0,1.0,0.0,1.0
345704,4.0,3.0,5.0,2.0,3.0,0.0,3.0,3.0,2.0,4.0,2.0,3.0,5.0,3.0,3.0,5.0,1.0,3.0,2.0,4.0,4.0,1.0,4.0,3.0,5.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,0.0,3.0,4.0,0.0,4.0,4.0,4.0,0.0,3.0,4.0,0.0,2.0,4.0,4.0,4.0,0.0,2.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,0.0,4.0
347276,5.0,0.0,5.0,3.0,0.0,2.0,5.0,0.0,0.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,5.0,5.0,3.0,5.0,4.0,3.0,1.0,2.0,5.0,4.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,2.0,0.0,5.0,4.0,0.0,5.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,3.0,4.0,3.0,3.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,3.0,5.0,3.0,0.0,2.0,3.0,3.0,0.0,2.0,5.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,4.0,3.0,0.0,3.0,1.0,5.0,5.0,5.0
348960,0.0,1.0,0.0,1.0,3.0,3.0,5.0,3.0,0.0,3.0,5.0,4.0,3.0,0.0,1.0,0.0,4.0,1.0,3.0,4.0,0.0,0.0,5.0,4.0,3.0,0.0,4.0,1.0,3.0,3.0,0.0,3.0,4.0,4.0,3.0,2.0,0.0,3.0,4.0,4.0,4.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0,4.0,5.0,3.0,4.0,3.0,0.0,4.0,1.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,4.0,5.0,0.0,4.0,5.0,1.0,1.0,5.0,4.0,5.0,2.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,3.0
349331,0.0,2.0,5.0,3.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,2.0,3.0,0.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,1.0,3.0,1.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,0.0,4.0,5.0,5.0,2.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,4.0,4.0,5.0,0.0,3.0,4.0,5.0,5.0,0.0,3.0,1.0,5.0,4.0,2.0,4.0,5.0,2.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,5.0,5.0,4.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,0.0,3.0,5.0,4.0,2.0,4.0
349411,4.0,1.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,0.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,0.0,1.0,1.0,2.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,0.0,0.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,5.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0
349572,4.0,0.0,4.0,3.0,0.0,3.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,0.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,1.0,5.0,0.0,5.0,4.0,4.0,5.0,3.0,4.0,0.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,1.0,5.0,4.0,2.0,1.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,0.0,2.0,4.0,4.0,0.0,2.0,4.0,5.0,2.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,0.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,0.0,3.0,2.0
350009,5.0,4.0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,0.0,5.0,4.0,5.0,4.0,5.0,5.0,0.0,4.0,5.0,0.0,5.0,2.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,4.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0
350145,0.0,3.0,5.0,5.0,0.0,4.0,5.0,3.0,5.0,0.0,5.0,4.0,5.0,4.0,2.0,3.0,4.0,0.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,0.0,0.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,0.0,5.0,5.0,3.0,0.0,5.0,0.0,5.0,5.0,0.0,4.0,5.0,5.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,5.0,5.0,3.0,0.0,4.0,5.0,0.0,3.0,5.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,0.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,0.0
350266,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,3.0,0.0,0.0,2.0,4.0,3.0,4.0,3.0,0.0,5.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,0.0,4.0,3.0,1.0,5.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,0.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,4.0,0.0,0.0
351213,3.0,4.0,4.0,1.0,5.0,3.0,3.0,3.0,2.0,3.0,5.0,5.0,5.0,3.0,0.0,5.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,2.0,0.0,2.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,0.0,5.0,5.0,5.0,2.0,5.0,3.0,1.0,4.0,3.0,4.0,3.0,0.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,2.0,3.0,5.0,4.0,5.0,3.0,2.0
351328,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,0.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,0.0,3.0,4.0,4.0,3.0,4.0,0.0,4.0,4.0,4.0,0.0,2.0,4.0,3.0,3.0,3.0,3.0,0.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,0.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,0.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0
353820,0.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,0.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,0.0,4.0,3.0,0.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,0.0,0.0,5.0,4.0,4.0,5.0,4.0,4.0,0.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0
354091,5.0,5.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,0.0,3.0,5.0,0.0,5.0,4.0,0.0,5.0,5.0,4.0,4.0,0.0,0.0,3.0,5.0,3.0,2.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,0.0,3.0,5.0,5.0,4.0,0.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,0.0
354269,3.0,4.0,3.0,3.0,2.0,0.0,3.0,4.0,4.0,0.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,0.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,0.0,4.0,0.0,0.0,5.0,4.0,0.0,3.0,3.0,4.0,5.0,2.0,0.0,5.0,0.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,0.0,0.0,5.0,0.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,0.0,3.0,4.0,0.0,5.0,3.0,4.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,5.0,2.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,5.0,3.0,5.0,0.0,0.0
356035,3.0,1.0,5.0,1.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,0.0,0.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,5.0,2.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,1.0,4.0,3.0,4.0,1.0,1.0,4.0,5.0,3.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,1.0,3.0,3.0,4.0,3.0,0.0,2.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,2.0,2.0,3.0,5.0
356103,0.0,5.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,0.0,5.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,5.0,1.0,5.0,0.0,3.0,5.0,0.0,0.0,4.0,0.0,5.0,4.0,2.0,4.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,4.0,4.0,5.0,5.0,0.0,0.0,5.0,4.0,5.0,4.0,5.0,0.0,4.0,4.0,5.0,0.0,4.0,4.0,5.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,1.0,3.0,4.0,0.0,3.0,3.0,4.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,2.0
356615,0.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0.0,3.0,0.0,1.0,0.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,5.0,3.0,5.0,5.0,4.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,3.0,5.0,5.0,5.0,5.0
357056,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,1.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,1.0,3.0,4.0,4.0,0.0,3.0,4.0,5.0,4.0,4.0,5.0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,5.0,4.0,0.0,3.0,4.0,0.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,0.0,4.0,0.0,2.0,4.0,5.0,4.0
357087,3.0,0.0,5.0,3.0,5.0,0.0,0.0,3.0,2.0,3.0,0.0,3.0,5.0,2.0,0.0,5.0,3.0,0.0,3.0,0.0,0.0,5.0,5.0,4.0,4.0,5.0,0.0,3.0,0.0,0.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,0.0,3.0,2.0,3.0,3.0,0.0,3.0,5.0,1.0,4.0,0.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0,0.0,4.0,0.0,4.0,5.0,0.0,3.0,4.0,0.0,4.0,4.0,3.0,0.0,4.0,3.0,3.0,5.0,0.0,0.0,4.0,3.0,3.0,3.0,5.0,0.0,1.0,0.0,4.0,0.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0
359063,0.0,3.0,4.0,0.0,0.0,1.0,5.0,4.0,0.0,4.0,5.0,0.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,4.0,0.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,5.0,5.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,0.0,1.0,4.0,3.0,4.0,1.0,0.0,0.0,1.0,5.0,4.0,4.0,5.0,4.0,1.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,4.0,0.0,0.0,4.0,0.0,5.0,4.0,3.0,4.0,4.0,1.0,4.0,5.0,4.0,0.0,4.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,3.0,5.0,3.0,0.0,3.0,4.0
359681,3.0,5.0,4.0,4.0,0.0,0.0,4.0,3.0,3.0,4.0,4.0,0.0,3.0,3.0,5.0,5.0,0.0,4.0,4.0,0.0,4.0,3.0,4.0,4.0,3.0,3.0,0.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,2.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,1.0,5.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,4.0,5.0,4.0,0.0,3.0,4.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,0.0,4.0
360005,5.0,1.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,0.0,3.0,0.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,0.0,0.0,2.0,3.0,0.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0
360264,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,5.0,0.0,0.0,2.0,2.0,5.0,0.0,4.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
360412,5.0,0.0,0.0,4.0,5.0,0.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,0.0,3.0,5.0,0.0,4.0,5.0,5.0,0.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,0.0,5.0,0.0,5.0,5.0,4.0,4.0,0.0,2.0,5.0,0.0,5.0,4.0,4.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,5.0,4.0,5.0,4.0,5.0,0.0,4.0,0.0,5.0,4.0,1.0,3.0,3.0,4.0,0.0,4.0,5.0,5.0,5.0,0.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,3.0,5.0,0.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,0.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0
360830,3.0,4.0,4.0,3.0,4.0,1.0,5.0,3.0,4.0,1.0,5.0,4.0,2.0,2.0,4.0,0.0,2.0,4.0,3.0,5.0,5.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,0.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,2.0,5.0,2.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,1.0,4.0,3.0,2.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,0.0,5.0,4.0,4.0
361070,4.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,0.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,0.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,0.0,0.0,0.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,0.0,0.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0
361375,4.0,3.0,4.0,0.0,0.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,1.0,3.0,4.0,0.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,0.0,5.0,4.0,2.0,3.0,2.0,0.0,5.0,3.0,5.0,0.0,5.0,4.0,5.0,3.0,5.0,3.0,5.0,2.0,5.0,3.0,0.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,0.0,5.0,2.0,5.0,4.0,5.0,5.0,4.0
361407,3.0,5.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,2.0,4.0,5.0,0.0,4.0,3.0,0.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,0.0,4.0,3.0,3.0,3.0,5.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,0.0,4.0,5.0,5.0,5.0,4.0,4.0,0.0,3.0,4.0,5.0,2.0,4.0,4.0,5.0,3.0,3.0,0.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,1.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,1.0,0.0,4.0,2.0,3.0,3.0,1.0,4.0,5.0,4.0,3.0,1.0,0.0
361630,0.0,4.0,5.0,2.0,2.0,2.0,4.0,4.0,0.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,0.0,3.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,2.0,0.0,2.0,1.0,0.0,4.0,5.0,4.0,0.0,0.0,4.0,0.0,2.0,2.0,5.0,2.0,0.0,2.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,5.0,4.0,4.0,0.0,0.0,4.0,4.0,5.0,2.0,5.0,4.0,5.0,4.0,3.0,3.0,1.0,0.0,3.0,2.0,0.0,3.0,4.0,4.0,0.0,5.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,0.0,2.0,3.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,0.0
361702,3.0,5.0,3.0,0.0,5.0,3.0,3.0,4.0,0.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,0.0,4.0,0.0,2.0,4.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,5.0,0.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,0.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,3.0,4.0,3.0,3.0,4.0,0.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,1.0,4.0,3.0,3.0,0.0,0.0,4.0,4.0,3.0,5.0,4.0,3.0
